carId	trackId	trackLength	lapIndex	lapNum	lapFlag	binIndex	validBin	lap_number	lap_distance	lap_time	lap_time_invalid	world_position_X	world_position_Y	world_position_Z	world_forward_X	world_forward_Y	world_forward_Z	world_right_X	world_right_Y	world_right_Z	velocity_X	velocity_Y	velocity_Z	gforce_X	gforce_Y	gforce_Z	race_position	throttle	brake_0	brake_1	clutch	steering	gear	rpm	rpm_perc	tyre_compound_0	tyre_compound_1	susp_pos_0	susp_pos_1	wheel_inertia_0	wheel_inertia_1	wheel_speed_0	wheel_speed_1	tyre_wear_enabled_0	tyre_wear_enabled_1	tyre_wear_0	tyre_wear_1	wheel_slip_ratio_0	wheel_slip_ratio_1	wheel_slip_angle_0	wheel_slip_angle_1	brake_temp_0	brake_temp_1	weight_longitudinal_action	slip_stream
Honda_RC213V	Losail	5402.23	0	0	0	10	1	0	10.2485	0.109467	0	-415.388	-161.446	-20.257	-0.483913	0.874793	0.0237757	0.874957	0.483128	0.0322118	87.1775	0.155764	0	-0.276151	0.0136529	0	0	1	0	0	0	0.00391476	6	16243.9	0.90244	2	2	-0.00693982	0.0283152	1.4	1.5	310.57	305.374	0	0	0	0	-0.00308768	0.0502802	-0.000433571	0.00126632	171.061	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	11	1	0	11.217	0.117004	0	-415.856	-160.598	-20.2598	-0.483867	0.874819	0.0237808	0.874994	0.483107	0.0315192	87.1976	0.151772	0	-0.275056	0.0136101	0	0	1	0	0	0	0.00378394	6	16247.4	0.902633	2	2	-0.00692275	0.0283309	1.4	1.5	310.644	305.439	0	0	0	0	-0.00307975	0.0502714	-0.00040434	0.00123934	170.951	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	12	1	0	12.1855	0.124542	0	-416.323	-159.749	-20.2626	-0.483821	0.874844	0.023786	0.87503	0.483086	0.0308265	87.2177	0.147781	0	-0.273961	0.0135673	0	0	1	0	0	0	0.00365312	6	16250.9	0.902827	2	2	-0.00690568	0.0283465	1.4	1.5	310.719	305.504	0	0	0	0	-0.00307181	0.0502627	-0.000375109	0.00121235	170.842	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	13	1	0	13.154	0.13208	0	-416.79	-158.901	-20.2654	-0.483774	0.874869	0.0237912	0.875066	0.483064	0.0301338	87.2378	0.143789	0	-0.272866	0.0135246	0	0	1	0	0	0	0.00352231	6	16254.4	0.90302	2	2	-0.0068886	0.0283622	1.4	1.5	310.793	305.57	0	0	0	0	-0.00306388	0.0502539	-0.000345879	0.00118536	170.733	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	14	1	0	14.1049	0.147018	0	-417.248	-158.068	-20.2682	-0.483702	0.874909	0.0238022	0.875123	0.483032	0.0289606	87.2775	0.137349	0	-0.274016	0.0133985	0	0	1	0	0	0	0.00326915	6	16261.5	0.903414	2	2	-0.00686538	0.0283832	1.4	1.5	310.94	305.703	0	0	0	0	-0.00305282	0.0501945	-0.000281406	0.00114437	170.62	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	15	1	0	15.0558	0.161957	0	-417.707	-157.235	-20.2709	-0.483629	0.874949	0.0238132	0.875179	0.483	0.0277874	87.3172	0.130908	0	-0.275167	0.0132725	0	0	1	0	0	0	0.003016	6	16268.6	0.903809	2	2	-0.00684216	0.0284042	1.4	1.5	311.086	305.837	0	0	0	0	-0.00304176	0.050135	-0.000216933	0.00110338	170.508	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	16	1	0	16.0613	0.176575	0	-418.191	-156.354	-20.2738	-0.483573	0.87498	0.0238243	0.875223	0.482979	0.0267553	87.3571	0.125708	0	-0.274268	0.0134182	0	0	1	0	0	0	0.00282357	6	16274.9	0.904164	2	2	-0.00681096	0.0284346	1.4	1.5	311.228	305.957	0	0	0	0	-0.00303093	0.0500885	-0.000170386	0.00107076	170.403	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	17	1	0	17.0668	0.191193	0	-418.676	-155.473	-20.2767	-0.483517	0.875011	0.0238353	0.875266	0.482957	0.0257232	87.3969	0.120508	0	-0.27337	0.0135639	0	0	1	0	0	0	0.00263115	6	16281.3	0.904518	2	2	-0.00677976	0.0284649	1.4	1.5	311.371	306.077	0	0	0	0	-0.00302011	0.0500419	-0.000123839	0.00103813	170.298	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	18	1	0	18.3603	0.201152	0	-419.3	-154.339	-20.2804	-0.48349	0.875026	0.0238347	0.875288	0.48295	0.0251166	87.4235	0.117832	0	-0.272638	0.0138042	0	0	1	0	0	0	0.00251627	6	16285.9	0.904773	2	2	-0.00675715	0.0284773	1.4	1.5	311.467	306.163	0	0	0	0	-0.0030122	0.0500191	-9.17903e-05	0.00102238	170.155	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	19	1	0	19.6538	0.21111	0	-419.924	-153.206	-20.2841	-0.483463	0.87504	0.023834	0.875309	0.482943	0.0245101	87.4501	0.115156	0	-0.271905	0.0140445	0	0	1	0	0	0	0.0024014	6	16290.5	0.905028	2	2	-0.00673453	0.0284897	1.4	1.5	311.563	306.249	0	0	0	0	-0.00300429	0.0499962	-5.97414e-05	0.00100663	170.012	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	20	1	0	20.9472	0.221069	0	-420.547	-152.073	-20.2879	-0.483436	0.875055	0.0238333	0.875329	0.482936	0.0239035	87.4767	0.11248	0	-0.271173	0.0142848	0	0	1	0	0	0	0.00228652	6	16295.1	0.905282	2	2	-0.00671191	0.0285022	1.4	1.5	311.659	306.335	0	0	0	0	-0.00299639	0.0499734	-2.76926e-05	0.000990883	169.87	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	21	1	0	21.8754	0.235535	0	-420.995	-151.26	-20.2905	-0.483408	0.875071	0.0238258	0.875352	0.482933	0.0231396	87.5142	0.109663	0	-0.269187	0.0136443	0	0	1	0	0	0	0.00217401	6	16302	0.905664	2	2	-0.00667661	0.0285112	1.4	1.5	311.799	306.465	0	0	0	0	-0.00298278	0.0499852	5.83227e-06	0.000978515	169.762	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	22	1	0	22.8035	0.25	0	-421.442	-150.447	-20.2932	-0.48338	0.875086	0.0238184	0.875373	0.482929	0.0223757	87.5516	0.106846	0	-0.2672	0.0130037	0	0	1	0	0	0	0.00206151	6	16308.8	0.906046	2	2	-0.00664131	0.0285202	1.4	1.5	311.938	306.594	0	0	0	0	-0.00296918	0.049997	3.93571e-05	0.000966147	169.654	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	23	1	0	23.776	0.26416	0	-421.911	-149.595	-20.296	-0.483359	0.875098	0.0238082	0.87539	0.48293	0.021694	87.5897	0.104556	0	-0.268344	0.012903	0	0	1	0	0	0	0.00199156	6	16315.3	0.906404	2	2	-0.00661551	0.0285281	1.4	1.5	312.074	306.715	0	0	0	0	-0.00295943	0.0499557	5.72994e-05	0.000954589	169.553	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	24	1	0	24.7484	0.27832	0	-422.38	-148.743	-20.2988	-0.483338	0.87511	0.023798	0.875407	0.482931	0.0210122	87.6277	0.102266	0	-0.269488	0.0128022	0	0	1	0	0	0	0.00192161	6	16321.7	0.906762	2	2	-0.00658972	0.028536	1.4	1.5	312.21	306.836	0	0	0	0	-0.00294968	0.0499144	7.52418e-05	0.000943032	169.451	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	25	1	0	25.6964	0.285652	0	-422.837	-147.912	-20.3015	-0.483315	0.875124	0.02379	0.875421	0.482914	0.0207904	87.6469	0.10311	0	-0.269872	0.000417933	0	0	1	0	0	0	0.00253431	6	16325.2	0.906955	2	2	-0.0065708	0.0285377	1.4	1.5	312.279	306.902	0	0	0	0	-0.00294517	0.0499023	-0.00014953	0.000976048	169.347	20	0.4625	0
Honda_RC213V	Losail	5402.23	0	0	0	26	1	0	26.6444	0.292984	0	-423.294	-147.082	-20.3042	-0.483291	0.875137	0.023782	0.875436	0.482897	0.0205685	87.6662	0.103955	0	-0.269686	-0.0120197	0	0	1	0	0	0	0.00314702	6	16328.7	0.907149	2	2	-0.00655188	0.0285393	1.4	1.5	312.349	306.967	0	0	0	0	-0.00294065	0.0498901	-0.000374302	0.00100906	169.242	20	0.525	0
Honda_RC213V	Losail	5402.23	0	0	0	27	1	0	27.5923	0.300316	0	-423.751	-146.251	-20.3069	-0.483267	0.87515	0.0237741	0.87545	0.48288	0.0203466	87.6854	0.1048	0	-0.268927	-0.0244318	0	0	1	0	0	0	0.00375972	6	16332.2	0.907343	2	2	-0.00653295	0.028541	1.4	1.5	312.418	307.033	0	0	0	0	-0.00293614	0.049878	-0.000599074	0.00104208	169.137	20	0.5875	0
Honda_RC213V	Losail	5402.23	0	0	0	28	1	0	28.5403	0.307648	0	-424.208	-145.42	-20.3096	-0.483243	0.875163	0.0237661	0.875465	0.482863	0.0201247	87.7046	0.105645	0	-0.267605	-0.03674	0	0	1	0	0	0	0.00437243	6	16335.7	0.907536	2	2	-0.00651403	0.0285426	1.4	1.5	312.488	307.098	0	0	0	0	-0.00293162	0.0498658	-0.000823846	0.0010751	169.033	20	0.65	0
Honda_RC213V	Losail	5402.23	0	0	0	29	1	0	29.4589	0.322052	0	-424.651	-144.615	-20.3123	-0.483146	0.8752	0.024384	0.87552	0.482762	0.0201199	87.6569	0.0994922	0	0.22042	-0.209053	0	0	1	0	0	0	0.00725976	6	16329.9	0.907214	2	2	-0.00698669	0.0289829	1.4	1.5	312.571	306.989	0	0	0	0	-0.00222318	0.0501379	-0.00212581	0.0010624	168.925	20	0.65	0
Honda_RC213V	Losail	5402.23	0	0	0	30	1	0	30.3775	0.336456	0	-425.093	-143.811	-20.3149	-0.483048	0.875237	0.0250019	0.875576	0.482661	0.020115	87.6091	0.0933398	0	0.33627	-0.0283839	0	0	1	0	0	0	0.0101471	6	16324	0.906892	2	2	-0.00745934	0.0294232	1.4	1.5	312.653	306.88	0	0	0	0	-0.00151474	0.0504099	-0.00342778	0.00104971	168.818	20	0.65	0
Honda_RC213V	Losail	5402.23	0	0	0	31	1	0	31.3534	0.350479	0	-425.563	-142.955	-20.3176	-0.482576	0.87548	0.0256024	0.875826	0.482116	0.022206	87.6167	0.110186	0	0.191463	-0.374538	0	0	1	0	0	0	0.0309212	6	16320.3	0.906681	2	2	-0.00804913	0.0298205	1.4	1.5	312.699	306.809	0	0	0	0	-0.00129346	0.0500201	-0.0118243	0.00157815	168.718	20	0.65	0
Honda_RC213V	Losail	5402.23	0	0	0	32	1	0	32.3294	0.364502	0	-426.033	-142.099	-20.3203	-0.482104	0.875722	0.0262029	0.876071	0.481569	0.0242969	87.6242	0.127031	0	-0.0664623	-0.499409	0	0	1	0	0	0	0.0516952	6	16316.5	0.906471	2	2	-0.00863893	0.0302178	1.4	1.5	312.746	306.738	0	0	0	0	-0.00107218	0.0496302	-0.0202209	0.00210659	168.619	20	0.65	0
Honda_RC213V	Losail	5402.23	0	0	0	33	1	0	33.2609	0.371696	0	-426.478	-141.281	-20.3229	-0.481438	0.876089	0.0261806	0.876405	0.480792	0.0274479	87.6384	0.0886182	0	-0.100209	-0.50588	0	0	1	0	0	0	0.0566041	6	16319.3	0.906626	2	2	-0.00865152	0.0302414	1.4	1.5	312.765	306.79	0	0	0	0	-0.00105949	0.0496313	-0.0223713	0.00190372	168.516	20	0.5875	0
Honda_RC213V	Losail	5402.23	0	0	0	34	1	0	34.1925	0.378891	0	-426.924	-140.463	-20.3255	-0.480771	0.876456	0.0261583	0.87673	0.480009	0.0305987	87.6526	0.0502051	0	-0.133791	-0.510363	0	0	1	0	0	0	0.0615129	6	16322	0.90678	2	2	-0.00866411	0.030265	1.4	1.5	312.785	306.842	0	0	0	0	-0.0010468	0.0496325	-0.0245218	0.00170084	168.414	20	0.525	0
Honda_RC213V	Losail	5402.23	0	0	0	35	1	0	35.124	0.386086	0	-427.369	-139.645	-20.3281	-0.480105	0.876822	0.026136	0.877045	0.479221	0.0337492	87.6668	0.011792	0	-0.166886	-0.513046	0	0	1	0	0	0	0.0664218	6	16324.8	0.906934	2	2	-0.00867671	0.0302886	1.4	1.5	312.804	306.894	0	0	0	0	-0.00103411	0.0496336	-0.0266722	0.00149797	168.312	20	0.4625	0
Honda_RC213V	Losail	5402.23	0	0	0	36	1	0	36.0555	0.39328	0	-427.814	-138.827	-20.3307	-0.479437	0.877187	0.0261136	0.877351	0.478428	0.0368993	87.6809	-0.0266211	0	-0.199241	-0.514149	0	0	1	0	0	0	0.0713306	6	16327.6	0.907088	2	2	-0.0086893	0.0303121	1.4	1.5	312.824	306.947	0	0	0	0	-0.00102142	0.0496348	-0.0288227	0.00129509	168.209	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	37	1	0	37.8741	0.421631	0	-428.679	-137.227	-20.3357	-0.476129	0.879055	0.0237353	0.878523	0.474305	0.0568536	87.9154	-0.309941	0	-0.837275	-0.323494	0	0	1	0	0	0	0.044783	6	16377.6	0.909866	2	2	-0.00679658	0.0289284	1.4	1.5	313.061	307.886	0	0	0	0	-0.00286219	0.0498345	-0.0186988	-0.000869329	168	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	38	1	0	38.8336	0.435608	0	-429.134	-136.382	-20.3383	-0.47492	0.879745	0.022349	0.878569	0.472544	0.069416	87.9777	-0.445572	0	-0.637734	-0.182565	0	0	1	0	0	0	0.0292798	6	16405.6	0.911425	2	2	-0.00577867	0.0280997	1.4	1.5	313.238	308.414	0	0	0	0	-0.00309016	0.0509686	-0.0131802	-0.0018414	167.901	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	39	1	0	39.7932	0.449585	0	-429.589	-135.537	-20.3409	-0.47371	0.880431	0.0209625	0.878475	0.470706	0.0819672	88.0399	-0.581201	0	-0.427373	-0.0385384	0	0	1	0	0	0	0.0137765	6	16433.7	0.912984	2	2	-0.00476076	0.0272711	1.4	1.5	313.415	308.941	0	0	0	0	-0.00331813	0.0521027	-0.00766163	-0.00281347	167.802	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	40	1	0	40.7329	0.456802	0	-430.034	-134.709	-20.3434	-0.473722	0.880436	0.0205061	0.878012	0.470364	0.0886206	88.061	-0.603447	0	-0.407021	0.019358	0	0	1	0	0	0	0.00624494	6	16444.2	0.913566	2	2	-0.00445642	0.0270162	1.4	1.5	313.505	309.138	0	0	0	0	-0.00331279	0.0525479	-0.00471644	-0.00287476	167.7	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	41	1	0	41.6725	0.46402	0	-430.48	-133.882	-20.3459	-0.473734	0.88044	0.0200498	0.877509	0.470001	0.0952707	88.0821	-0.625693	0	-0.377403	0.0803206	0	0	1	0	0	0	-0.00128667	6	16454.7	0.914148	2	2	-0.00415207	0.0267612	1.4	1.5	313.596	309.335	0	0	0	0	-0.00330744	0.0529931	-0.00177125	-0.00293605	167.598	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	42	1	0	42.6121	0.471237	0	-430.925	-133.054	-20.3485	-0.473746	0.880444	0.0195934	0.876968	0.469618	0.101917	88.1032	-0.647939	0	-0.336436	0.139549	0	0	1	0	0	0	-0.00881827	6	16465.1	0.91473	2	2	-0.00384772	0.0265063	1.4	1.5	313.686	309.532	0	0	0	0	-0.0033021	0.0534383	0.00117395	-0.00299734	167.496	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	43	1	0	43.5517	0.478455	0	-431.37	-132.227	-20.351	-0.473757	0.880448	0.019137	0.876387	0.469213	0.108557	88.1242	-0.670186	0	-0.284993	0.190147	0	0	1	0	0	0	-0.0163499	6	16475.6	0.915312	2	2	-0.00354338	0.0262514	1.4	1.5	313.777	309.729	0	0	0	0	-0.00329675	0.0538836	0.00411914	-0.00305863	167.394	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	44	1	0	44.4607	0.492554	0	-431.802	-131.427	-20.3535	-0.475029	0.87977	0.0187818	0.874623	0.469688	0.120118	88.159	-0.610523	0	-0.270232	0.276542	0	0	1	0	0	0	-0.0300769	6	16485.8	0.915877	2	2	-0.00332286	0.0261858	1.4	1.5	313.934	309.92	0	0	0	0	-0.00321111	0.0541361	0.0103734	-0.00227738	167.29	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	45	1	0	45.3697	0.506653	0	-432.234	-130.627	-20.3559	-0.4763	0.87909	0.0184266	0.872739	0.470099	0.131661	88.1938	-0.550859	0	-0.246171	0.35342	0	0	1	0	0	0	-0.0438039	6	16495.9	0.916441	2	2	-0.00310235	0.0261203	1.4	1.5	314.092	310.111	0	0	0	0	-0.00312546	0.0543887	0.0166276	-0.00149612	167.187	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	46	1	0	46.3263	0.520538	0	-432.69	-129.786	-20.3586	-0.478588	0.877845	0.0184817	0.87049	0.471609	0.140825	88.2269	-0.404332	0	-0.242943	0.405533	0	0	1	0	0	0	-0.0532897	6	16497.4	0.916524	2	2	-0.00310823	0.0263866	1.4	1.5	314.229	310.14	0	0	0	0	-0.00301044	0.0541161	0.0219115	-4.09211e-05	167.089	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	47	1	0	47.2829	0.534424	0	-433.146	-128.945	-20.3612	-0.480873	0.876594	0.0185368	0.868162	0.473076	0.149976	88.2598	-0.257803	0	-0.238757	0.456048	0	0	1	0	0	0	-0.0627754	6	16498.9	0.916607	2	2	-0.00311412	0.0266529	1.4	1.5	314.367	310.168	0	0	0	0	-0.00289541	0.0538435	0.0271954	0.00141428	166.991	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	48	1	0	48.22	0.541603	0	-433.595	-128.122	-20.364	-0.482381	0.875762	0.0187021	0.86701	0.474294	0.152775	88.2763	-0.159605	0	-0.240326	0.498825	0	0	1	0	0	0	-0.0703537	6	16496.5	0.91647	2	2	-0.00319571	0.0269026	1.4	1.5	314.421	310.121	0	0	0	0	-0.00277782	0.0535025	0.0313378	0.0022901	166.89	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	49	1	0	49.157	0.548782	0	-434.044	-127.3	-20.3667	-0.483888	0.874927	0.0188673	0.865847	0.475506	0.155572	88.2926	-0.0614064	0	-0.241639	0.541132	0	0	1	0	0	0	-0.0779319	6	16494	0.916332	2	2	-0.00327729	0.0271523	1.4	1.5	314.475	310.074	0	0	0	0	-0.00266022	0.0531616	0.0354801	0.00316592	166.789	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	50	1	0	50.094	0.555962	0	-434.493	-126.478	-20.3694	-0.485393	0.874089	0.0190325	0.864676	0.476713	0.158368	88.3089	0.036792	0	-0.242778	0.583038	0	0	1	0	0	0	-0.0855101	6	16491.5	0.916194	2	2	-0.00335888	0.0274021	1.4	1.5	314.529	310.028	0	0	0	0	-0.00254263	0.0528206	0.0396225	0.00404175	166.689	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	51	1	0	51.031	0.563141	0	-434.942	-125.655	-20.3721	-0.486896	0.873249	0.0191976	0.863496	0.477915	0.161162	88.325	0.13499	0	-0.2438	0.624603	0	0	1	0	0	0	-0.0930883	6	16489	0.916057	2	2	-0.00344047	0.0276518	1.4	1.5	314.583	309.981	0	0	0	0	-0.00242503	0.0524797	0.0437649	0.00491757	166.588	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	52	1	0	52.8384	0.5914	0	-435.815	-124.072	-20.3775	-0.492863	0.869877	0.0200326	0.859898	0.483435	0.16391	88.3844	0.580264	0	-0.243804	0.495871	0	0	1	0	0	0	-0.0553411	6	16475.8	0.915321	2	2	-0.00329589	0.0287278	1.4	1.5	314.823	309.732	0	0	0	0	-0.0029498	0.0508946	0.0304397	0.00858006	166.38	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	53	1	0	53.8089	0.605362	0	-436.284	-123.223	-20.3804	-0.494883	0.868718	0.0205036	0.858902	0.48544	0.163207	88.4131	0.757609	0	-0.245196	0.332512	0	0	1	0	0	0	-0.0324661	6	16471.8	0.915101	2	2	-0.00330984	0.0291896	1.4	1.5	314.967	309.658	0	0	0	0	-0.00301343	0.0502663	0.0221567	0.00994646	166.282	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	54	1	0	54.7794	0.619324	0	-436.754	-122.374	-20.3833	-0.496901	0.867554	0.0209745	0.8579	0.487443	0.162503	88.4414	0.934951	0	-0.230596	0.147467	0	0	1	0	0	0	-0.00959104	6	16467.9	0.914881	2	2	-0.00332379	0.0296514	1.4	1.5	315.11	309.584	0	0	0	0	-0.00307707	0.0496379	0.0138737	0.0113129	166.184	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	55	1	0	55.7206	0.626518	0	-437.21	-121.551	-20.386	-0.49715	0.867405	0.0212166	0.857859	0.487719	0.161892	88.456	0.947947	0	-0.228074	0.147042	0	0	1	0	0	0	-0.00428894	6	16467.7	0.914873	2	2	-0.00346593	0.0298132	1.4	1.5	315.182	309.581	0	0	0	0	-0.00302543	0.0494499	0.0117666	0.0112103	166.084	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	56	1	0	56.6618	0.633713	0	-437.667	-120.727	-20.3887	-0.497399	0.867257	0.0214587	0.857817	0.487995	0.161282	88.4707	0.960942	0	-0.225549	0.146615	0	0	1	0	0	0	0.00101316	6	16467.6	0.914864	2	2	-0.00360806	0.029975	1.4	1.5	315.253	309.578	0	0	0	0	-0.0029738	0.0492619	0.00965946	0.0111078	165.983	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	57	1	0	57.6031	0.640907	0	-438.123	-119.904	-20.3914	-0.497648	0.867108	0.0217008	0.857774	0.488271	0.160671	88.4853	0.973938	0	-0.22302	0.146186	0	0	1	0	0	0	0.00631525	6	16467.4	0.914855	2	2	-0.0037502	0.0301369	1.4	1.5	315.325	309.575	0	0	0	0	-0.00292216	0.0490739	0.00755232	0.0110053	165.883	20	0.4	0
Honda_RC213V	Losail	5402.23	0	0	0	58	1	0	58.5443	0.648102	0	-438.579	-119.081	-20.3941	-0.497897	0.866959	0.0219429	0.857732	0.488546	0.16006	88.5	0.986934	0	-0.220489	0.145755	0	0	1	0	0	0	0.0116174	6	16467.2	0.914846	2	2	-0.00389233	0.0302987	1.4	1.5	315.396	309.572	0	0	0	0	-0.00287053	0.048886	0.00544518	0.0109028	165.782	20	0.4	0
